event_time,beta,se,pval,pct
-5,0.08019182564336585,0.02520220791642627,0.0014633332837998836,8.349488984583875
-4,0.05171811150256532,0.02548195520813456,0.04239980532302279,5.307884985535205
-3,0.05099702110637902,0.023974393981609363,0.03341016015266929,5.231975852991888
-2,0.002064599464995029,0.02150633103773301,0.9235210493651809,0.2066732217978151
0,-0.545685057534607,0.03436747940760002,0.0,-42.055530561279156
1,-1.4149917814414874,0.0487228233631558,0.0,-75.70723900446849
2,-1.4167510921371238,0.057392414867308505,0.0,-75.74993994558936
