hs6,cg_pre,cg_post,gr_pre,gr_post,cg_change,gr_change
851660,227104.03033333333,254684.89066666667,254032.24133333334,390795.8553333333,0.11461838539331737,0.43072274354782714
851671,91242.49866666667,224327.41833333333,36023.14333333333,108459.83933333332,0.8995793889397419,1.102199818206735
851672,1953.381,2375.4886666666666,17754.672666666665,43630.566,0.19555052888224544,0.8990758275068629
851679,57345.84966666667,60529.1,270832.412,198899.75533333336,0.05402285161490461,-0.3086979325913539
851680,370560.45399999997,421772.14933333336,35033.109333333334,55468.443333333336,0.12944830994901046,0.4595101592596915
851840,129097.782,162018.50533333333,20554.524999999998,32886.219333333334,0.2271388680154427,0.4699543509313031
851890,52626.83666666667,54184.69033333333,3034.5823333333333,6382.8206666666665,0.029171663642681978,0.7433634899882176
852110,1646359.6706666667,1801319.7766666666,311260.89766666666,308233.259,0.08995296290986587,-0.009774597436292609
852190,37935.791333333334,25537.352,43190.97233333333,58743.73500000001,-0.395740066509882,0.3075468796220857
852290,31497.005666666664,14615.991666666669,2171.8326666666667,5133.923,-0.7677395668634084,0.8600331555031566
852610,382298.86999999994,476175.97033333336,656.922,10277.352333333334,0.21958427089531618,2.7487088640391635
852691,521322.26900000003,992815.9763333333,26778.880333333334,91736.129,0.6441760059299817,1.2312763219710945
852692,206363.94900000002,178200.10966666669,5383.072666666667,9066.706666666667,-0.1467334563468068,0.521274294906048
852719,1607.871,7307.392333333334,1445.7876666666664,2959.8266666666664,1.5134906317586,0.7161228121245271
852721,103265.69866666668,87100.74466666667,38419.488666666664,15262.254333333332,-0.1702380349179542,-0.9231426141445294
852729,10056.766666666666,22674.907666666666,868.3176666666667,2486.2166666666667,0.8129578859007314,1.051210946954102
852910,242247.63633333333,191625.23233333332,25875.20433333333,34195.068666666666,-0.2344178534495125,0.2787868914083038
852990,1856992.2369999997,1266923.39,738029.7683333332,159684.92333333334,-0.3823664173110579,-1.5307766083414567
853010,62411.40366666667,49918.104,160.14966666666666,408.2176666666666,-0.22336025714916907,0.931913667024646
853080,50194.698,45352.81,1721.8146666666669,10920.480666666666,-0.10143513955165062,1.8467721658760148
853090,55499.39166666666,42498.29866666667,198.79233333333335,5406.558,-0.2669025039511155,3.298274389840225
853110,146600.9393333333,169944.517,8052.942666666667,14442.326333333333,0.1477568793422499,0.5840707186430087
853180,70286.24166666665,88821.40133333334,12289.947666666667,22886.056666666667,0.23404858722066635,0.6217085103398912
853190,85182.81300000001,94351.681,51491.653,64924.38333333334,0.10222825936284252,0.2317995244812927
853210,54415.90333333333,32468.714666666667,1937.7476666666669,6041.909333333333,-0.5163670301593726,1.136843341698171
853221,80996.332,51766.613333333335,3679.4323333333336,4379.911666666667,-0.44765148735294247,0.17422661863973055
853224,1600283.0556666667,2078055.1106666664,16129.682,11547.852333333334,0.26125174627826553,-0.33413710575499245
853225,116921.908,106564.54966666666,4823.434666666667,10600.327,-0.09275452599974265,0.7872856215657453
853229,33792.14666666667,38834.76533333334,3550.8556666666664,5601.3369999999995,0.13908358839723256,0.4557136421953665
853230,37273.227333333336,45813.704666666665,109.02533333333334,517.1929999999999,0.2063029705629411,1.5496371174317698
853290,30437.27733333333,26775.229666666666,244.46633333333332,1758.5813333333335,-0.12818639798367037,1.9696713782144126
853321,385410.4039999999,385947.7993333333,3626.655,7987.4766666666665,0.001393370873831401,0.789413652600162
853329,58617.772666666664,55792.45233333333,1860.4489999999998,2911.3619999999996,-0.049398477148843156,0.4476092190999603
853390,45460.42266666666,32181.860666666664,173.45066666666665,1434.8266666666666,-0.34543007943826787,2.107854047498946
853400,1562488.9009999998,1696936.137,115266.78333333334,66259.92233333334,0.08254430271206203,-0.5536576555285677
853510,10881.591,18660.144333333334,200.19366666666667,729.321,0.5392791625537345,1.2892162035883965
853521,121041.61766666667,101499.75733333333,3802.518,10433.514000000001,-0.17607643583966848,1.0091925374875927
853529,52687.57733333333,33438.19733333334,1208.656,8155.7339999999995,-0.4546698984221482,1.9085078220907405
853530,105290.71866666667,116339.11099999999,3238.7346666666667,4800.5273333333325,0.09978312167583958,0.393442628298466
853540,29519.232999999997,29079.591666666664,1168.9233333333334,1132.4573333333335,-0.01500489402523364,-0.03166567086346461
853590,338785.088,344731.391,5736.306666666666,9379.193666666666,0.017399538415430627,0.49161053119377485
853610,167444.21166666667,167783.80366666667,4485.483333333334,8006.422666666668,0.00202602452423406,0.5792997719410593
853620,451015.3566666667,478369.223,75018.29966666666,158735.91300000003,0.058881351407663374,0.7495027872575442
853630,200094.2766666667,206149.49899999998,17380.147999999997,34195.814999999995,0.029812843270672573,0.6767463404865914
853641,351081.44299999997,265980.18100000004,12819.749333333333,30233.468666666668,-0.27759551806904526,0.8579177199959762
853649,355339.8033333333,376480.4713333333,39391.18633333333,48236.16966666666,0.057791494752096995,0.20256239855574876
853650,1397596.6426666668,1283274.802,67962.68266666667,104663.65366666667,-0.08533876411896024,0.4317879804970719
853661,12826.864,10024.672666666667,6729.354333333333,11831.048666666667,-0.24647061010519522,0.5641840464422181
853669,1058660.39,1109569.089,120013.80366666666,110456.116,0.04696736264679657,-0.08298774392877384
853690,3643076.0923333336,3420358.1999999997,99730.78466666666,238054.78633333332,-0.0630831047748579,0.8700206133266981
853710,6043756.965333334,5264329.211666666,205472.15833333335,271143.067,-0.13807207592873638,0.27733488314751575
853720,280659.972,279713.91466666665,33691.04233333334,63822.97833333333,-0.0033765129965939167,0.6388672787551695
853810,135059.35433333335,104940.70700000001,11408.869333333334,13577.354666666666,-0.2523167231043697,0.1739982443580672
853890,2753371.38,2716889.979333333,56679.492333333335,146508.39733333333,-0.013338276106503955,0.9496594710436632
853929,45658.621333333336,32596.699666666667,2285.864666666667,5586.6539999999995,-0.33697262437494224,0.8933777828387655
853939,110458.31433333333,85849.723,9016.96,18732.195666666667,-0.25203724810483763,0.7310789750343272
853990,55975.70933333333,80167.554,5470.352666666667,14073.548333333334,0.3591956437592554,0.9448422094147073
854020,38686.833333333336,39139.367,414.833,3255.172,0.011629172065717341,2.058023813925999
854081,4420.798,9208.924666666666,31.836666666666662,307.8523333333333,0.7337352700143533,2.2413174998218843
854089,33367.85866666667,35891.45133333333,96.72466666666666,2692.2236666666663,0.07290391431708798,3.3163401434550925
854091,970.957,862.324,103.31166666666667,168.069,-0.11852150964252672,0.4829237030470148
854099,7271.914666666667,7204.8656666666675,87.93900000000001,47.28733333333333,-0.009261757930596914,-0.6107814650468137
854110,375166.3126666667,486731.64533333335,21253.63433333333,15633.581666666667,0.2603428958693055,-0.30708972352509
854121,262294.7766666667,290206.52133333334,4170.334,5917.311333333334,0.10112347228533025,0.34981527172823945
854129,890171.7873333334,1237764.4476666667,21148.37166666667,13708.143666666665,0.32964738765129376,-0.43354716548678773
854130,76267.9,104603.63733333333,2387.1463333333336,5833.453333333334,0.31592263099321016,0.8932631015635213
854140,1993742.962,1716433.3930000002,209181.72033333333,108916.14600000001,-0.14976514727804435,-0.6526206652455908
854160,774239.236,1053862.0453333333,5894.309666666667,7997.166666666667,0.3083355747847101,0.3050552857478248
854190,760694.8656666667,660001.5173333333,8054.348000000001,41646.95733333333,-0.1419899779274303,1.6429161051174948
854290,367389.1666666667,544507.228,2154.4413333333337,66856.23666666668,0.3934586455996225,3.4345640523569134
854310,34813.158,83397.69966666667,14.562999999999999,0.379,0.8736085745920636,-2.423537703411708
854320,219582.65800000002,187970.21933333334,2356.789,26018.743000000002,-0.15544442728604224,2.4011312805189142
