leakage_ratio,direct_reduction_B,rerouting_increase_B,boot_mean,ci_lower,ci_upper,n_boot
64.08092030048297,46.91271088795237,30.06209687490476,69.75180655777649,-36.8761217251905,201.61105458504926,500
